"Bug编号","所属产品","所属模块","所属项目","相关需求","相关任务","Bug标题","关键词","严重程度","优先级","Bug类型","操作系统","浏览器","重现步骤","Bug状态","截止日期","激活次数","是否确认","抄送给","由谁创建","创建日期","影响版本","指派给","指派日期","解决者","解决方案","解决版本","解决日期","由谁关闭","关闭日期","重复ID","相关Bug","相关用例","最后修改者","修改日期","附件"
"13467","AC-直播学生端(#10)","通用(#16)","AC_Windows_3.0.0_ACC(#418)","","","acc课程详情class，最底部的ai课堂的时间显示错误","","3","3","代码错误","","","[步骤]
[结果]
[期望]","已关闭","0000-00-00","0","已确认",",","娄基深","2020-01-08","主干(#trunk)","Closed","2020-01-09","陈明泉","已解决","主干(#trunk)","2020-01-08","娄基深","2020-01-09","0","","","娄基深","2020-01-09","",""
"13471","AC-直播学生端(#10)","通用(#16)","AC_Background_3.0.0_ACC(#440)","","","【ACC3.0.0后端】-->课程过期：定时任务stuStatusExpiredJob不支持ACC体系课","","3","3","代码错误","","","


","已关闭","0000-00-00","0","已确认",",","倪明敏","2020-01-08","主干(#trunk)","Closed","2020-01-09","倪明敏","已解决","主干(#trunk)","2020-01-09","倪明敏","2020-01-09","0","","","倪明敏","2020-01-09","",""
"13475","AC-直播学生端(#10)","通用(#16)","AC_iPad_3.0.0_ACC(#416)","","","单元测试未生成报告，过期用户无法进入H5页面，点击后toast“课程已过期“","","3","3","代码错误","","","[步骤]
[结果]
[期望]预发环境：00111111613","已关闭","0000-00-00","0","已确认",",","胡春霞","2020-01-08","主干(#trunk)","Closed","2020-01-08","张津铭","已解决","ACC_iPad_3.0.1_0108(#1038)","2020-01-08","胡春霞","2020-01-08","0","","","胡春霞","2020-01-08","",""
"13476","AC-直播学生端(#10)","通用(#16)","AC_Windows_3.0.0_ACC(#418)","","","已经看过的video的视频，再点进去就加载不出来了","","3","3","代码错误","","","[步骤]
[结果]
[期望]","已关闭","0000-00-00","0","已确认",",","娄基深","2020-01-08","主干(#trunk)","Closed","2020-01-09","陈明泉","已解决","主干(#trunk)","2020-01-08","娄基深","2020-01-09","0","","","娄基深","2020-01-09","",""
"13477","AC-直播学生端(#10)","通用(#16)","AC_Windows_3.0.0_ACC(#418)","","","单元测试未生成报告，过期用户无法进入H5页面，点击后toast“课程已过期“","","3","3","代码错误","","","[步骤]
[结果]
[期望]预发环境：00111111613","已关闭","0000-00-00","2","已确认",",","胡春霞","2020-01-08","主干(#trunk)","Closed","2020-01-15","陈明泉","已解决","主干(#trunk)","2020-01-10","娄基深","2020-01-15","0","","","娄基深","2020-01-15","",""
"13478","AC-直播学生端(#10)","通用(#16)","AC_iPad_3.0.0_ACC(#416)","","","首页-课表页-unit test j封面解锁图片获取不对","","3","3","代码错误","","","[步骤]
[结果]
[期望]","已关闭","0000-00-00","0","已确认",",","胡春霞","2020-01-08","主干(#trunk)","Closed","2020-01-09","龚慧超","已解决","ACC_iPad_3.0.1_0108(#1038)","2020-01-08","胡春霞","2020-01-09","0","","","胡春霞","2020-01-09","",""
"13480","AC-直播学生端(#10)","通用(#16)","AC_Windows_3.0.0_ACC(#418)","","","首页-课表页-unit test j封面解锁图片获取不对","","3","3","代码错误","","","[步骤]
[结果]
[期望]","已关闭","0000-00-00","0","已确认",",","胡春霞","2020-01-08","主干(#trunk)","Closed","2020-01-09","王财坡","已解决","win_3.1.0ACC(#999)","2020-01-09","娄基深","2020-01-09","0","","","娄基深","2020-01-09","",""
"13484","AC-直播学生端(#10)","通用(#16)","AC_AndroidPad_3.0.0_ACC(#420)","","","首页进入ACC课程列表页不需要动画效果，静态定位到已解锁地方就好","","3","3","代码错误","","","[步骤][结果][期望]","已关闭","0000-00-00","0","已确认",",","胡春霞","2020-01-08","主干(#trunk)","Closed","2020-01-09","马李鑫","已解决","AC3.0.0 01091610(#1065)","2020-01-09","胡春霞","2020-01-09","0","","","胡春霞","2020-01-09","",""
"13488","AC-直播学生端(#10)","通用(#16)","AC_Background_3.0.0_ACC(#440)","","","【ACC3.0.0后端】-->课程列表：用户上一个单元的单元测试已经完成，下一个单元没有单元介绍的情况下，第一节课没有解锁。","","3","3","代码错误","","","bug描述：预发  账号：00111111625



","已关闭","0000-00-00","0","已确认",",","倪明敏","2020-01-08","主干(#trunk)","Closed","2020-01-08","倪明敏","设计如此","主干(#trunk)","2020-01-08","倪明敏","2020-01-08","0","","","倪明敏","2020-01-08","",""
"13490","AC-直播学生端(#10)","通用(#16)","ACC_作业模板v1.0(#431)","","","第二节课quiz第四题白屏","","3","","代码错误","","","[步骤]
[结果]
[期望]","已关闭","0000-00-00","0","已确认",",","黄冬琴","2020-01-08","主干(#trunk)","Closed","2020-01-10","曾扬平","已解决","主干(#trunk)","2020-01-09","黄冬琴","2020-01-10","0","","","黄冬琴","2020-01-10","",""
"13492","AC-直播学生端(#10)","通用(#16)","AC_Windows_3.0.0_ACC(#418)","","","unit test 做完单元测试，课程列表页，没有显示分数，期望显示分数，17分，不是17.0","","3","3","代码错误","","","[步骤]
[结果]
[期望]","已关闭","0000-00-00","0","已确认",",","娄基深","2020-01-08","主干(#trunk)","Closed","2020-01-09","娄基深","已解决","主干(#trunk)","2020-01-09","娄基深","2020-01-09","0","","","娄基深","2020-01-09","",""
"13495","AC-直播学生端(#10)","通用(#16)","AC_Windows_3.0.0_ACC(#418)","",""," 单元测试已完成，点击下个单元的unit video提示如下图，账号00111111509 ","","3","3","代码错误","","","[步骤]
[结果]
[期望]","已关闭","0000-00-00","0","已确认",",","娄基深","2020-01-08","主干(#trunk)","Closed","2020-01-09","姜文乐","已解决","主干(#trunk)","2020-01-09","娄基深","2020-01-09","0","","","娄基深","2020-01-09","",""
"13499","AC-直播学生端(#10)","通用(#16)","ACC_作业模板v1.0(#431)","","","第三节课的keypoint页面，文字和麦克风重叠了","","3","","代码错误","","","[步骤]
[结果]
[期望]","已关闭","0000-00-00","0","已确认",",","黄冬琴","2020-01-08","主干(#trunk)","Closed","2020-01-10","曾扬平","设计如此","主干(#trunk)","2020-01-08","黄冬琴","2020-01-10","0","","","黄冬琴","2020-01-10","",""
"13497","AC-直播学生端(#10)","通用(#16)","AC_AndroidPad_3.0.0_ACC(#420)","","","课程列表页和unit test里面的分数没有小数则显示整数，有小数则显示","","3","3","代码错误","","","[步骤]账号：预发 00111111509
[结果]
[期望]","已关闭","0000-00-00","0","已确认",",","胡春霞","2020-01-08","主干(#trunk)","Closed","2020-01-09","马李鑫","重复Bug","主干(#trunk)","2020-01-08","胡春霞","2020-01-09","【安卓3.0.0_ACC】-->课程列表：单元测试的分数整数后面不显示.0(13513)","","","胡春霞","2020-01-09","",""
"13498","AC-直播学生端(#10)","通用(#16)","AC_iPad_3.0.0_ACC(#416)","","","分数小于60分，错题解析完成后unit test 课程列表页显示分数，课程列表页和unit test里面的分数没有小数则显示整数，有小数则显示","","3","3","代码错误","","","[步骤]账号：预发 00111111509
[结果]
[期望]","已关闭","0000-00-00","0","已确认",",","胡春霞","2020-01-08","主干(#trunk)","Closed","2020-01-09","张津铭","已解决","ACC_iPad_3.0.1_0108(#1038)","2020-01-08","胡春霞","2020-01-09","0","","","胡春霞","2020-01-09","",""
"13500","AC-直播学生端(#10)","通用(#16)","ACC_作业模板v1.0(#431)","","","手机端外面展示的是15:30开始的课程，进入作业列表，显示的是明天9点开课","","3","","代码错误","","","[步骤][结果][期望]","已关闭","0000-00-00","1","已确认",",","黄冬琴","2020-01-08","主干(#trunk)","Closed","2020-01-10","黄章明","已解决","主干(#trunk)","2020-01-09","黄冬琴","2020-01-10","0","","","黄冬琴","2020-01-10","",""
"13504","AC-直播学生端(#10)","通用(#16)","ACC_作业模板v1.0(#431)","","","第三节课第三题，语音和题干对不上","","3","","代码错误","","","[步骤][结果][期望]","已关闭","0000-00-00","0","已确认",",","黄冬琴","2020-01-08","主干(#trunk)","Closed","2020-01-10","黄冬琴","外部原因","主干(#trunk)","2020-01-10","黄冬琴","2020-01-10","0","","","黄冬琴","2020-01-10","",""
"13506","AC-直播学生端(#10)","通用(#16)","ACC_作业模板v1.0(#431)","","","第三节课quiz第一题，ip形象加载不出来","","3","","代码错误","","","[步骤][结果][期望]","已关闭","0000-00-00","0","已确认",",","黄冬琴","2020-01-08","主干(#trunk)","Closed","2020-01-10","曾扬平","外部原因","主干(#trunk)","2020-01-08","黄冬琴","2020-01-10","0","","","黄冬琴","2020-01-10","",""
"13507","AC-直播学生端(#10)","通用(#16)","ACC_作业模板v1.0(#431)","","","预发布环境，安卓手机，课后作业【quiz单词拼写】答对没有对勾或者答错都没有叉叉","","3","","代码错误","","","[步骤]
[结果]
[期望]","已关闭","0000-00-00","0","已确认",",","张安平","2020-01-08","主干(#trunk)","Closed","2020-01-10","曾扬平","外部原因","主干(#trunk)","2020-01-10","徐漫漫","2020-01-10","0","","","徐漫漫","2020-01-10","",""
"13508","AC-直播学生端(#10)","通用(#16)","ACC_作业模板v1.0(#431)","","","第四节课sing环节没有文字展示","","3","","代码错误","","","[步骤][结果][期望]","已关闭","0000-00-00","0","已确认",",","黄冬琴","2020-01-08","主干(#trunk)","Closed","2020-01-10","黄冬琴","外部原因","主干(#trunk)","2020-01-10","黄冬琴","2020-01-10","0","","","黄冬琴","2020-01-10","",""
"13510","AC-直播学生端(#10)","通用(#16)","AC_Windows_3.0.0_ACC(#418)","","","单元测试做完不显示    .5的分数不显示 00111111510","","3","3","代码错误","","","[步骤]
[结果]
[期望]","已关闭","0000-00-00","0","已确认",",","娄基深","2020-01-08","主干(#trunk)","Closed","2020-01-09","陈明泉","已解决","主干(#trunk)","2020-01-08","娄基深","2020-01-09","0","","","娄基深","2020-01-09","",""
"13511","AC-直播学生端(#10)","通用(#16)","ACC_作业模板v1.0(#431)","","","第四节课lesson report中sing的歌词显示不对","","3","","代码错误","","","[步骤][结果][期望]","已关闭","0000-00-00","0","已确认",",","黄冬琴","2020-01-08","主干(#trunk)","Closed","2020-01-10","黄冬琴","外部原因","主干(#trunk)","2020-01-10","黄冬琴","2020-01-10","0","","","黄冬琴","2020-01-10","",""
"13513","AC-直播学生端(#10)","通用(#16)","AC_AndroidPhone_3.0.0_ACC(#419)","","","【安卓3.0.0_ACC】-->课程列表：单元测试的分数整数后面不显示.0","","3","3","代码错误","","","bug描述：预发环境  账号00111111625
","已关闭","0000-00-00","0","已确认",",","倪明敏","2020-01-08","主干(#trunk)","Closed","2020-01-09","马李鑫","已解决","AC3.0.0 01081640(#1059)","2020-01-08","倪明敏","2020-01-09","0","","","倪明敏","2020-01-09","",""
"13515","AC-直播学生端(#10)","通用(#16)","ACC_作业模板v1.0(#431)","","","pc端没有自动解锁下一节课","","3","","代码错误","","","[步骤][结果][期望]","已关闭","0000-00-00","0","已确认",",","黄冬琴","2020-01-08","主干(#trunk)","Closed","2020-01-10","黄章明","已解决","主干(#trunk)","2020-01-08","黄冬琴","2020-01-10","0","","","黄冬琴","2020-01-10","",""
"13516","AC-直播学生端(#10)","通用(#16)","ACC_作业模板v1.0(#431)","","","预发布，课后作业 unit1-Grammar1的speaking 第三题语音有误， 题目是 he is my brother ,系统读的是 he is my grandpa（第二遍）","","3","","代码错误","","","[步骤]
[结果]
[期望]","已关闭","2020-01-08","0","已确认",",","张安平","2020-01-08","主干(#trunk)","Closed","2020-01-10","张安平","外部原因","","2020-01-10","张安平","2020-01-10","0","","","张安平","2020-01-10","",""
"13519","AC-直播学生端(#10)","通用(#16)","AC_Background_3.0.0_ACC(#440)","","","单元介绍完成后，第一节正课未解锁问题，且单元介绍解锁状态也有问题","","2","2","代码错误","","","[步骤]
[结果]
[期望]","已关闭","0000-00-00","0","已确认",",","胡春霞","2020-01-08","主干(#trunk)","Closed","2020-01-09","黄章明","已解决","主干(#trunk)","2020-01-08","胡春霞","2020-01-09","0","","","胡春霞","2020-01-09","",""
"13520","AC-直播学生端(#10)","通用(#16)","ACC_作业模板v1.0(#431)","","","review1的quiz环节加载不出来","","3","","代码错误","","","[步骤][结果][期望]","已关闭","0000-00-00","0","已确认",",","黄冬琴","2020-01-08","主干(#trunk)","Closed","2020-01-10","黄冬琴","外部原因","主干(#trunk)","2020-01-10","黄冬琴","2020-01-10","0","","","黄冬琴","2020-01-10","",""
"13521","AC-直播学生端(#10)","通用(#16)","ACC_作业模板v1.0(#431)","","","预发布，unit1-review1  talking 第二题评测超出词库","","3","","代码错误","","","[步骤][结果][期望]","已关闭","2020-01-08","0","已确认",",","张安平","2020-01-08","主干(#trunk)","Closed","2020-01-10","张安平","外部原因","","2020-01-10","徐漫漫","2020-01-10","0","","","徐漫漫","2020-01-10","",""
"13522","AC-直播学生端(#10)","通用(#16)","AC_Background_3.0.0_ACC(#440)","","","【ACC3.0.0后端】-->unittest状态：用户完成单元测试和错题解析后stu_course_unit_detail表里状态没有变","","3","3","代码错误","","","

","已关闭","0000-00-00","0","已确认",",","倪明敏","2020-01-08","主干(#trunk)","Closed","2020-01-09","郭栋梁","已解决","主干(#trunk)","2020-01-08","胡春霞","2020-01-09","0","","","胡春霞","2020-01-09","",""
"13524","AC-直播学生端(#10)","通用(#16)","AC_iPhone_3.0.0_ACC(#417)","","","【iPhone3.0.0_ACC】-->课程列表：单元测试已完成的图显示不对。","","3","3","代码错误","IOS","","bug描述：

","已关闭","0000-00-00","0","已确认",",","倪明敏","2020-01-08","主干(#trunk)","Closed","2020-01-08","周松","无法重现","iPhone_3.0_ACC_1.8(#1047)","2020-01-08","倪明敏","2020-01-08","0","","","倪明敏","2020-01-08","",""
"13525","AC-直播学生端(#10)","通用(#16)","ACC_作业模板v1.0(#431)","","","sing环节标准发音应该发的是句子，现在是整个环节的发音都在","","3","","代码错误","","","[步骤][结果][期望]","已关闭","0000-00-00","0","已确认",",","黄冬琴","2020-01-08","主干(#trunk)","Closed","2020-01-10","曾扬平","已解决","主干(#trunk)","2020-01-09","黄冬琴","2020-01-10","0","","","黄冬琴","2020-01-10","",""
"13864","AC-直播学生端(#10)","通用(#16)","AC_iPad_3.0.0_ACC(#416)","","","NGK试听过期用户，点击课程详情页，点击前往购买，选择套餐后，跳转H5支付页面，顶部“X“无法关闭","","3","3","代码错误","","","[步骤]预发环境：18968044191
[结果]
[期望]","已关闭","0000-00-00","0","已确认",",","胡春霞","2020-01-14","主干(#trunk)","Closed","2020-01-14","张津铭","已解决","ACC_iPad_3.0.1_0114(#1079)","2020-01-14","胡春霞","2020-01-14","0","","","胡春霞","2020-01-14","",""
"13527","AC-直播学生端(#10)","通用(#16)","AC_Background_3.0.0_ACC(#440)","","","我的课程-acc-课程列表页也需要有定位（定位到当前进度）","","3","3","代码错误","","","[步骤]
[结果]
[期望]","已关闭","0000-00-00","0","已确认",",","胡春霞","2020-01-08","主干(#trunk)","Closed","2020-01-09","黄章明","已解决","主干(#trunk)","2020-01-08","胡春霞","2020-01-09","0","","","胡春霞","2020-01-09","",""
"13528","AC-直播学生端(#10)","通用(#16)","AC_Windows_3.0.0_ACC(#418)","","","unit test 如果分数高于60分，在首页unit test 底部显示分数，如果低于60分，需要把错题解析做完显示分数","","3","3","代码错误","","","[步骤]
[结果]
[期望]","已关闭","0000-00-00","0","已确认",",","娄基深","2020-01-08","主干(#trunk)","Closed","2020-01-09","娄基深","已解决","主干(#trunk)","2020-01-09","娄基深","2020-01-09","0","","","娄基深","2020-01-09","",""
"13530","AC-直播学生端(#10)","通用(#16)","ACC_作业模板v1.0(#431)","","","预发环境：L1U1的第5节课上的quiz环节，选择题题干未显示","","3","3","代码错误","","","[步骤]
[结果]
L1U1的第5节课上的quiz环节，选择题题干未显示
[期望]","已关闭","0000-00-00","0","已确认",",","徐漫漫","2020-01-08","主干(#trunk)","Closed","2020-01-09","曾扬平","外部原因","主干(#trunk)","2020-01-09","徐漫漫","2020-01-09","0","","","徐漫漫","2020-01-09","",""
